customer_id,phone_number,phone_type
07d190f123147d9e89d4b922543d7948,+5598905326170,Mobile
dd992305cba295d997f263dbdf4e8c2e,+5548925013020,Mobile
86085586aaa8c5f47ed0b400da64c59d,+5511927145309,Mobile
5ad58a4e6a1a656b6bed070cadbaa003,+5531918461783,Mobile
c9158d089637ab443c78984d20da7fc0,+5511948260418,Mobile
66cc90195ca44cc7ac6a1cd0e1e1e7b2,+5511994851930,Mobile
91ec50a00ae74d0a229d2efdf4344e1e,+5511908157462,Mobile
d251c190ca75786e9ab937982d60d1d4,+5531936952084,Mobile
233896de79986082f1f479f1f85281cb,+5531977675711,Mobile
a8ae36a2bb6c2bbc3b5d62ede131c9ef,+5511960252128,Mobile
8d46223c91cbeb93e0930ca8bd8ffca2,+5541922200876,Mobile
e021e698833bdeb89dfef3acb2e91f37,+5548972717538,Mobile
27cf4b153010911a0957150255a6c6db,+5511959564026,Mobile
7ce5b57a120a2da6a804afa58ffcbfb5,+5531900721179,Mobile
d33eeadf54cb883e79be640f38c32cdc,+5511945628896,Mobile
3da7750bf3c1dbd724624a60a9f5942b,+5521934002941,Mobile
d85547cd859833520b311b4458a14c1c,+5521917410224,Mobile
3af0b2f7654f613ff1527b997a2ac57e,+5567954315418,Mobile
3d49f4455a3947c8dd7e972b3ad8cb76,+5511991386383,Mobile
b03e9d9818ee170e9d6b983803c7d406,+5562910263236,Mobile
a302a693d5722d95984e6472150b9391,+5541901349280,Mobile
c80da60feddb7cf8325bd104032e314a,+5585976458714,Mobile
a2b8841410cf77619574d311cd06fd5e,+5561966878933,Mobile
7677c213007e9a6ec9267ea50b5ce5bc,+5511989931782,Mobile
0c17f9ac28cbd7323f0f4043e9db5907,+5551904561270,Mobile
332cf4e83e16004ba7dca932ce82475b,+5551943369174,Mobile
0d516ca029d6a28d5cfddd80b27a26dc,+5521979096525,Mobile
b3548d0cec408ae13d143bb4eeebaa6c,+5511909294563,Mobile
c3293e875ffb1116018edf76d24e52a2,+5531961101527,Mobile
d89e05e2d23c3d8247aeecd07758004b,+5511976769174,Mobile
dad5018ffc0de85eb72f72575b552784,+5527980113489,Mobile
95700615deef776ed32faa08f0be634e,+5511919322801,Mobile
b157c176c3fe04914fde33f2dc8b878a,+5585926720855,Mobile
d4397835ae287e492b186d497099439a,+5511944125607,Mobile
76b029c87118a29f2e3de420f5ec2fa2,+5531914940738,Mobile
7eaa86786b5955ab188db287f4726d79,+5531902839055,Mobile
b436a108536c1dabbc1d3e808d782df9,+5521934881336,Mobile
cd076285a12f40041b32f5ad8c98699f,+5511967799704,Mobile
cf6d4152d758efc43910e0141ae5b912,+5511966435841,Mobile
468d559ef2dcd2bea6d8db78959fb90f,+5541914558065,Mobile
7556f182460418cf30957e6ce377c674,+5511972333677,Mobile
e5dbefdfdf3eff75c8e6cd655f128279,+5521943128298,Mobile
67d21c8bea9d6017d1b124d3879dd815,+5511931262103,Mobile
fd2d5fdb84e65fa6b54b98b0e2df5645,+5584988538060,Mobile
d491a65a6ef3c04e145d37395996bad7,+5511942763480,Mobile
6edd17d0a29e2d4057e694afee5eaa3b,+5521955378235,Mobile
bf6e263ffc1f89999827615522b0aa45,+5511931752498,Mobile
6d3f61e35d0422fd8cae65b1798784be,+5511937862270,Mobile
a9a77b4e25980b7ca58cb71f878abb27,+5531956337429,Mobile
eca666aec08df69fe31aa9a11d4a3302,+5551930096819,Mobile
7a380cb5434e6b6b5b37d45bb99dbe8a,+5511926442477,Mobile
463093247faa080167d77f2e6d1b297d,+5511982867000,Mobile
914b142462685e3161cf3a9f4152a028,+5571963997721,Mobile
e235442a956c524e6c141141171f5801,+5521971881697,Mobile
4a4de987b37555970ffcc9608d858a72,+5571902999913,Mobile
44e9a1246448bd68a2e3bf0f1966c57a,+5511928075931,Mobile
b4d6e1b900d99b52e901860bc1f44e35,+5561930792970,Mobile
809353196a0456095716566dd226bb48,+5511933986962,Mobile
9e1f719fe5b17b9c51905fee6d6385c1,+5511994667494,Mobile
94b731a41867b47c3856e324840c4c99,+5511989235306,Mobile
694cb45ff29b603ac2acd51016770097,+5521930403894,Mobile
9dbb05f5577e862337b93feb8f358839,+5598958091228,Mobile
2b6082a140c439e2df870c85b0aa5e88,+5511966401660,Mobile
eab761ccdba80c5b9a7f01b16543da0f,+5511943804351,Mobile
4071d48a2d0d0bf179c06fc42b962e1f,+5548938264864,Mobile
90d479448b39ad9586d05da64cfb695b,+5585949726024,Mobile
7b24d0e6584ac5a21ec1256d96965500,+5531949132345,Mobile
7981196c7252350915beb9a7367d40b2,+5511955206933,Mobile
9d0ac1cdbfc919d676e2c2377abb32c1,+5561934540278,Mobile
b1a049b952fdc19b69b2865c29986b9c,+5511998074823,Mobile
1f6d48610f32c723924f9af3e88f1c64,+5511958896974,Mobile
fa7e6f153b7724fda5c1d7cc7b9ae4ec,+5521907628331,Mobile
8728c766c84eeda24b3e54fe6e632051,+5581917111889,Mobile
4bc7250d4b42b3374eb6f41b12429592,+5511910260865,Mobile
29f61e71b90b55a988f45a66bb91bfb7,+5511923254586,Mobile
13ac6da47fef1b17b16f511e03b57918,+5511913227199,Mobile
9553802042571deac62d5789ed18a241,+5551988783037,Mobile
37e1a83b513512531032b4a9c43bab5d,+5511917298386,Mobile
60f874c577dc096ecd52bd0bf6bd5942,+5531939091337,Mobile
eabd76f3506262b0db0dda1d48394a9b,+5541966667683,Mobile
93bf5d4e752358fa9ea738ebf793cb79,+5531979325138,Mobile
24a5c2b24a4467c37e2f54c1b311de93,+5541928736591,Mobile
54fccbde5e005f2dbc6ad8d5473c9ac7,+5511993075383,Mobile
1bdff446efb5846d0969eaf8978d4342,+5511915842553,Mobile
52e57dd9218d99ea21b26f00c9151761,+5521975645359,Mobile
d04c37e1699d05ba4f5fe7cf2bffc97a,+5531930912933,Mobile
82e96a74eeb99b61395a1403630fe437,+5531980182292,Mobile
7b3b8cf6cef1b5fb3f47348a33cd6d42,+5541963367557,Mobile
f32cdbbeca0aba5358bddc018dd12b09,+5551962268869,Mobile
2e61eefc516ee26837d29fd3d76530fa,+5511954889310,Mobile
ca19a17e381182923b66007a351574b7,+5541906482809,Mobile
96b1c916f245f2462efcde3fce04bc3e,+5531986511116,Mobile
5ece49e012285b9003d084a4ea8a9c94,+5511952531211,Mobile
5d348bbc0f1a5cc45c3e4b93b8c9f802,+5521999460953,Mobile
b6c083700ca8c135ba9f0f132930d4e8,+5511939180970,Mobile
1a7a10e9273fca58179bdd0d40843b0c,+5511999237932,Mobile
f34cd7fd85a1f8baff886edf09567be3,+5548989011107,Mobile
67626c49069bdf05ff127d59a6649948,+5548919552183,Mobile
56636fd22de1a315b8a50d45cf94d859,+5551998180720,Mobile
34c6f984b590bbfe3d4d6c76007c0b1c,+5551977739350,Mobile
9bbfdf9f7f65b58481e1ed110a2eed46,+5561952841580,Mobile
0567f279c243671842613f581ed3462c,+5511976239004,Mobile
30a7c7292c38ac22477fcb75306ac4ef,+5565988810046,Mobile
ba66b6edd0756a62cb11be4d4655ed32,+5511998145875,Mobile
91e6fd64694fa9a828270d442ba88e03,+5511958067852,Mobile
87edab6661956d4d2f05e205251cf1a4,+5511918579215,Mobile
1d4626b197f66aa6129c135ab09f1a7b,+5561932154329,Mobile
bb50112c998293f45f49f49704165768,+5548950016382,Mobile
113bdaf5255ce5a458057ebf9975befb,+5531977013599,Mobile
7aeb8dc11cd50c32f37fea0435c4e9b1,+5511975765505,Mobile
b778de6d690edae39654f4444e081771,+5531924551412,Mobile
ef6b4c0581dbf34e6eb5e33e0094c445,+5591915808672,Mobile
8dfb24fac32ec7170821d2be63fa9c1c,+5531927305745,Mobile
be1e99a0c57d7c3c699cfc4db26c8edf,+5531992807001,Mobile
337691bc9242e1d53d521ed78a12ab8d,+5511920586104,Mobile
05aa2ef3623cdba9ca3e83b91f1eee5c,+5511943922544,Mobile
466c3a741a952640c1984a48ebbffbf9,+5521967028601,Mobile
09f54e88196d12eba479017f13f0e237,+5511931535084,Mobile
b49d79cdef655bb4cdf8223390c20524,+5565977330785,Mobile
ad28944afc91824e30366a595654aaa4,+5511931169685,Mobile
0b48151c4ac827afeee06ce2d77cc343,+5511966429202,Mobile
755bdc2822a8f01cfcec19ae4dcaae66,+5511948605484,Mobile
a4813c3f53f0652da225d8410cc615a0,+5551952728464,Mobile
2eac18b475d7d985f0ab52b9c010f59f,+5511938877746,Mobile
de53649541ad2006de823720ad65ca77,+5531981534706,Mobile
610d3e47ad4921adc40aa9fd6bbeeaa5,+5511986306145,Mobile
1da2a3343d3e10a969375849ac5b7f1f,+5511914351608,Mobile
3321a75303831a580b0973bbf54900da,+5531951468628,Mobile
7a78c6e53163e36c68d2f22f5909b0eb,+5511937222405,Mobile
629fb99609e4613c746af4eaa455c91a,+5511932010646,Mobile
a296df1cf7557b871094bda3d269972e,+5561942835488,Mobile
237c219a24b6a3183a216a5ca00f6edf,+5548979225097,Mobile
49d79c76cf12065b7a08103cdba3e1b8,+5511929815798,Mobile
59150cde6405fb8f31f6dd1882d15754,+5521966675497,Mobile
a05262e3e3de722e0a42cfa3b48e622c,+5511912685998,Mobile
f62f269f9ce7c41d20a90f70df873f42,+5548922967438,Mobile
6e4188c01246d30b20d17a1ed42094fe,+5521978927712,Mobile
8377420a8b3549f6f40dca93815ee602,+5511968767147,Mobile
43676e9993577d1991036ea6720213de,+5598998918397,Mobile
8dc17b53543ee0ff19970896cfc6c750,+5567992131215,Mobile
dc643b60537f44f35b2f91610ea64153,+5531940752018,Mobile
f1a7919983d547880b4111fd4f77c74d,+5591997832860,Mobile
fd3c867c2bcd048675609cf2b0f1aedb,+5511937602481,Mobile
05292bc3f6db7fd79133285a32a82d53,+5511970334383,Mobile
7530369a1ddf13882910895b0559423d,+5511901537504,Mobile
a43149b43ab4253753f89fb6909d1371,+5511936848372,Mobile
c230d0a507ccf302b339305e2acf3376,+5511934950520,Mobile
58e1140fb8f15f1a010d01a34bfbf77d,+5511952728788,Mobile
9316f45a5da8403a5938bd6069b1a4a7,+5511936758284,Mobile
1605a6c5d93d3488fb621c5323930795,+5521969067478,Mobile
25775ec7ac8aff278f093e8614bb3331,+5511991554003,Mobile
317a5bc8cf58c4401e221c74d7a51982,+5531902327075,Mobile
95363f351776a3f8a43145c79a046053,+5541962034251,Mobile
ed62ab8aab76f4d4efc4344ba5ef3a6d,+5581943058597,Mobile
f8f338d24407d8c6da17ada8bf6eb613,+5511922511174,Mobile
ce900bc17b3e45ec05956db418d86207,+5511915273801,Mobile
a5c133a6a95d06f06939fd961fb8a0c3,+5511905610006,Mobile
7cc3f51930537216ff70ecdc8f506a37,+5592937818908,Mobile
0d77d20b2c7c92602b0c4ec4fe5997af,+5551907526999,Mobile
a40096fc0a3862e9e12bc55b5f8e6ab2,+5521939452207,Mobile
c68949b701afe5343ce845dd492772e8,+5551929684228,Mobile
4f6d635ff2fd4e30ff5369a7b943eb22,+5511957915507,Mobile
226c621e6babfecac4e9e776382c77aa,+5551908376998,Mobile
ca87392503c5a503ff16afc9344ebbe0,+5565926788742,Mobile
e9adf7ea1e1dbb166b5024015154104b,+5511921633262,Mobile
691d75928efd2c5dd34b678f19783c28,+5581978634365,Mobile
6ad430c5fac5e72b42f74af4ad7e98f3,+5511996589133,Mobile
28da048f094c0c9cbbc5412bcf41b6b0,+5527976057624,Mobile
2c4f12ef543ba44eead3e3a43c229c11,+5511938636051,Mobile
3e8f3e58aafa9bb38d7b2ace611ff6af,+5511987642642,Mobile
b73b575cfe44692948a64dbdd55703f2,+5511912180665,Mobile
dc77e5e1396c807043f506f794d8fd1e,+5521916754035,Mobile
ec6a3d80eab7e27f7ee8efeb6839eee9,+5548975085879,Mobile
bbbea7f167264b7236e4459dcb0a8838,+5521934550368,Mobile
c555d42202667b1e09e50e7667b6a663,+5596964091730,Mobile
000ec5bff359e1c0ad76a81a45cb598f,+5511901289009,Mobile
4df9aee56fa602c72756abb22ee60b17,+5511946001797,Mobile
9d85c39a38a86ed13978803d7560c612,+5562962146369,Mobile
4c592d97ec529a019883285afe424187,+5551999138681,Mobile
ef2994ab5e93b358146005d4d3db4880,+5531957258021,Mobile
533959cf0ee1554e269d8cc79f12a7d1,+5511983464600,Mobile
3cf7c427d21f1f414a8bfceac52e4c58,+5511959429327,Mobile
b5d37c728f9ea12eae24f87212cf90fa,+5571980452862,Mobile
e44a59cd3178714eaf095face6112af5,+5521953514543,Mobile
941590fb8aef66b3a8352fe7c691879e,+5571913742296,Mobile
9f67d6145893e41e7ada2e646b84f658,+5511988632799,Mobile
fc0a9229ea43fea6c9f9d79c06761a1e,+5511956096168,Mobile
14e66b7268fef09f5183f5e3a84cdd91,+5521926430291,Mobile
212c759d8c4f2d4d9d6fd4c7de0afbb3,+5521949965812,Mobile
3a62a4803c77457a96c996a9db36a662,+5521972097937,Mobile
9ccfff93c79f3dd996cce15f26480c5b,+5521946495471,Mobile
184ff574579b06c07152f2ba4ae74106,+5551916250889,Mobile
84032c13e75382a35c99ae73156b30b9,+5521974757732,Mobile
d10582c312d1c3a03ed8ea136273c54d,+5527916033796,Mobile
97dc91f9e896442f6ac9650bb2a9b594,+5511941562511,Mobile
5aa54d66adf169b992129dd4456b048a,+5521939646078,Mobile
cb296f03ccd21cfcb3ba0778c4f3b7d9,+5511958774733,Mobile
803c9b252709beca97a308a9197371ff,+5511989482094,Mobile
717aa48025662fcf27ddebbecc5f782b,+5571906968799,Mobile
d197a184e01ac46e6cb6596185bd4db0,+5582931323641,Mobile
75d62b9a2050292984f91605099ca0c6,+5551993203231,Mobile
9aff27e32725e7f7c395e0a79a5d173d,+5521967535173,Mobile
b6cdccfa64579c957a905fe68bd435c3,+5511982201428,Mobile
2767ebe1fedf70562aa588a37a23080a,+5511901432319,Mobile
05c567475380140907b9ca53ba1dcfeb,+5521957366319,Mobile
2c77113623e849d30d75a10480b57108,+5521901608445,Mobile
0ec8a2bcaa8e0b1ca282f7baf9d89513,+5551985671372,Mobile
1b8b8c36e0ae8744756d6db86ebca373,+5511901052139,Mobile
56d30b9f16c42d707d89967161296a04,+5541957720050,Mobile
8c8fccc50566baaed602e3775d9d5665,+5521987239670,Mobile
79051ee5ee98c4bd6982e67e2e79dbcb,+5511955035404,Mobile
52b0e4c820d4bf6ff9b2f4ca48514319,+5511969588610,Mobile
5bd72a5ba72683010f8385cff8bb92fd,+5561985810330,Mobile
39e2788db03e5eaeb2935a7e479682c6,+5511922733498,Mobile
99e36749c5c84dc56b13138caac13b55,+5511965223109,Mobile
9a855ffadc7ac38bd30515d077c31fbb,+5571900321682,Mobile
09d4fed6320030973607491be508c075,+5511927579121,Mobile
20bb1d9431264f331e47b2da94991eaf,+5541939430325,Mobile
2274251ce58a8304f8e9b8380db47018,+5511918219351,Mobile
be4656d02bf1e9d6663764ac9c7909ef,+5531903610060,Mobile
801b53359d2880a9bff63574103fb74c,+5511989023750,Mobile
9cea402fce863ec4bee5af27306e213d,+5531929508741,Mobile
c1c2fffe3d49911803df2e157bee7aa0,+5581908302770,Mobile
a99021699fda65c2b84a3fb596a4c32b,+5569913749724,Mobile
55d8e264560be17cdd7eb91a613d887a,+5521906586085,Mobile
8c2a5c47e0c02478c440038904724cd5,+5511990586264,Mobile
0d8f0706c0d71cb8f6d957dad3023fc2,+5561964121854,Mobile
29ea68ebb3474676eee3322428dcb0af,+5531941249812,Mobile
23c130edd9a7adeb635bb365f7478154,+5511993998650,Mobile
b0b18bfffa6a1fb823a25a9167e6877c,+5561905895595,Mobile
323630f1bddac4dc06bf3bdeb90dbe36,+5561978609078,Mobile
b621cb89890e2b002aada225e7c5eaf5,+5511927167058,Mobile
53b5f3ee447865c2de22e4814ef70bbe,+5562996381350,Mobile
c98cc8ac7311ad123e723f5caef4c1e3,+5511988161504,Mobile
6ec999e67c5e05c33554a4ba2db847bb,+5511932343941,Mobile
b6cbe1a8674ee23e9fb086e3c61677b8,+5571976860666,Mobile
4d0063e13c579513a5892115c789682a,+5531953739085,Mobile
01ecc1f1f21f05d0736c99d92646f132,+5541973022259,Mobile
aaf2d0137050d06ef2c8752f35c0d936,+5511969319664,Mobile
b5e4462426d75ffafaf0b1a6c912b257,+5548900029405,Mobile
bd64e82a5bf0ad0166ad7c72b302bbe4,+5567991894444,Mobile
22745c06a87ddc1142c22ce98c5bf8d1,+5511984235575,Mobile
f96176e892232662d1c1c5896a94e035,+5511948413297,Mobile
34b0cd95480e55c2a701293a2b9671b3,+5511924293930,Mobile
f054e8c1cbcf5e89ddd9b615c349936b,+5565969514065,Mobile
9072b46e3b68961565477d90b24092e9,+5511921601770,Mobile
0bf7dfff65267867de74cb029fdd6a75,+5511985950684,Mobile
b6fda72bacd286a8ac316325ddb5be90,+5571912571616,Mobile
027ef1dce56b52802c3d35cd5beda928,+5511979692206,Mobile
4d0bd25308e9d7d0a301223f3d814f85,+5567964433608,Mobile
0071f46a072a9ae25bbe4438b15efe9c,+5511951424136,Mobile
316d6ccdf24ac783b5e4ccdff8506af9,+5521976441538,Mobile
50aef30dabc7aca975dbdec85dcb848f,+5541907135931,Mobile
016a5760b723a3a0bcb4b294d4bc6b45,+5511955972710,Mobile
4669d94e1e35f2493af76862ff85beba,+5511957715548,Mobile
a1e5fdb1a21a5a35f49da96f780f4229,+5511940371722,Mobile
636f22218f8430a8463c5ddc5f68fc62,+5511921248104,Mobile
c2e9a50bcf76b5783bc96f906f95bceb,+5531997669082,Mobile
744fcfb3939c1c57f16cb00f263c3929,+5521905065915,Mobile
104ae9a43b6e639f45bd5e3bc19210f3,+5531939595207,Mobile
8e0275b5c7fb6f05e312a1079a674410,+5551987154969,Mobile
437869c8fa511c68c9e1f61cfc11d30e,+5551946842534,Mobile
a1864cdd58debf5031958069ee937742,+5511943959338,Mobile
55caae104bb0aefc6d44031e49373db4,+5551996418159,Mobile
31d01917860b026341cdde17c942b59b,+5521934849180,Mobile
7b0cae22ae2b6cf88163a50600da4ee2,+5585951595822,Mobile
8ee330dd325716db048bf014601e3fa9,+5531954564711,Mobile
839bbfd4ff93b592c82a44dcaa9515c3,+5531962317307,Mobile
bb03ed8d9549898e869f0e6774064096,+5561963746289,Mobile
a20ba663a5abf7b8341d5ba64f23775b,+5541941066936,Mobile
cff4ca65539a18d2726699ecc1ba6aa7,+5571956509171,Mobile
7fe108cef30f4cca2f8696a711a07d0b,+5511959379141,Mobile
c1a56ed1e45dde68378dcbb50655ea47,+5521997276455,Mobile
8574faf241b0a789d42051aa783d46dd,+5511993183529,Mobile
0f6371fc9c2e78818a6e7aa33022a506,+5511909867549,Mobile
30e105cba6d3ced811512c8cf4f50a82,+5531930981268,Mobile
13c50fe55067ed2a26e2f85810326e50,+5541925285959,Mobile
23f014663c70f3a8cf6f1be263c89933,+5521901451095,Mobile
ad1ba362b0121447945a47fe07fef188,+5531977922444,Mobile
df3b1140ecb0bddb871f5e70af09ec27,+5521998058509,Mobile
5e21109503a635f7ad93db18a7ee4a21,+5521986362520,Mobile
09ec740fbf182446388824c67a5fb78d,+5511979798018,Mobile
d885b619cb2e462ccc493b70faea10c5,+5511999960716,Mobile
4914496b4e80679b99277e6a337715b7,+5511931795781,Mobile
ffd2aa973e106c7d7218a960320420bd,+5511998196894,Mobile
94e89532396b3c02f648b2bc7f93f528,+5521978627939,Mobile
3078dfe83b099ae6ebe055be3abe0c0d,+5561927515732,Mobile
0fc4c0fc23ef45d16a0f32fbf9ae25cb,+5562942899641,Mobile
70e15e657d597f3c096fb696e815018f,+5551931350150,Mobile
2ee1f65b4197b8eb29826c06b876ba67,+5521927926865,Mobile
aec17cb0c9dba3200a2c49c3ef0a07dc,+5511900168987,Mobile
18e3d276253780b44b5b7bf83f6785ec,+5511964414422,Mobile
fbd58f38cbd2989e434b148f479534c8,+5531990307277,Mobile
8ec9e01dc8cbd31897a2f2116c5fbae4,+5511939906785,Mobile
35525a882b83a865080254c1812945f9,+5511962390835,Mobile
494c6658198b47787205a06421bb9403,+5511903412414,Mobile
9065001c21c6240da6fa642651772e60,+5521904003520,Mobile
000c8bdb58a29e7115cfc257230fb21b,+5531920849169,Mobile
9801a2c53e40c68803158742466ad09a,+5541955073644,Mobile
06cb9de4265f5e18327a1e4608a1c85c,+5531913570338,Mobile
5988cee3152a64b959afb5a6eeb87a4c,+5521979290857,Mobile
1c22aaad9006505a301a9d51b64f4c9c,+5582957963933,Mobile
9164cd45afebaec2d61200f8f51fee45,+5527953247458,Mobile
2561161bc52cafa1be6e80ed9c92c9ea,+5511920234153,Mobile
cad6e6cc5d7a8620efda1f8310fba9d1,+5511979282544,Mobile
02a6a137ef7fe2414c9e14fc4d060790,+5511976004331,Mobile
ff80f08b2a6a87e84a28bda4613f99bf,+5521964073871,Mobile
3b885932732cd5252c8243102ab7fc79,+5521917076468,Mobile
dcdaced133f33e9651ddfe73b2350156,+5511923182730,Mobile
99e41e69b60bd63edd83935499523063,+5521922227764,Mobile
cbc73c75d15c7292a3defd556c710b2a,+5548957876129,Mobile
196a0e7f3563c9de2605b2a753983846,+5511965843288,Mobile
07f61caa1c9e850c14e94854cec87545,+5511977584871,Mobile
023f426e28a212b8328b41649a2b1a05,+5548939878857,Mobile
23e5f7d84dad8339f627d75ac90e2d43,+5511924990415,Mobile
91275e7b1847f102954b73d856b4eee8,+5561961087849,Mobile
b55a113bb84fc10eaf58c6d09ec69794,+5561945184270,Mobile
e486555873e1947a1de7b1ff1e8c3554,+5548979458947,Mobile
c95ec87a7dc2647f779aed4452ccf819,+5527967883548,Mobile
713de21fd33b1ed45f482d7ba22d51e2,+5551956438906,Mobile
339f6d44a550afdaf2a4a9a29d091d16,+5511987666939,Mobile
04b718d93b254329e7dbdbe026e85301,+5531957587922,Mobile
decc46797b7d5c2c0146cc3e93720aaa,+5511910223305,Mobile
b134d1fbe77d00a8e0a4ce9d855ea927,+5521947037715,Mobile
73a0200d198dbc7022fbcb361cbef7f9,+5531969130858,Mobile
d8c21a391fae9a2f8f784c3c25ff5f85,+5562905527531,Mobile
6b7e1090d106aaee31d5ed12d2bbc2af,+5511968497656,Mobile
a84b054411cab9cef6857aeaa4763426,+5511967304877,Mobile
51c79069e6b841c2dcda39aadd3180cb,+5531942120172,Mobile
1964f2b215ebb68671d893438e974b0c,+5511950565263,Mobile
627d075513dade14e0fca3b59dae6614,+5591910427138,Mobile
42d2b957a53f0240c81dee35a2463059,+5562955435174,Mobile
7e5561ad5c5a136c9768371b733462c9,+5521959612722,Mobile
4a665a3b72a99832d62015e9721b1cac,+5548966778049,Mobile
22ff8c0cd3d7471e6be7c4b5fea955c8,+5511903803315,Mobile
035f60af6e7d7f78470e9443be08d339,+5521976116465,Mobile
0b7604941dd811e84ae22ca3b90a49ff,+5511942788810,Mobile
6f65f19c2dcfcab8b76b2fafb5b840e1,+5511931330398,Mobile
272d474dde8221c368c57511d9150215,+5565983506133,Mobile
fc0a613c6b9b23d3720b4f8878e1210d,+5551932483272,Mobile
b8c37ee810b38c416022e1c9f51e740c,+5531914478672,Mobile
60d23aecbf66b7f5058003a86e89232b,+5531935175640,Mobile
0dc0731aafd5659410244092b0dc7d65,+5511915774619,Mobile
9e6890852705a77f9e1ad72395131f27,+5531923898083,Mobile
7cd7974c9f79f75b77f323878ef87f43,+5511919909936,Mobile
340152332a04149987a705602615f0d0,+5541906268828,Mobile
8f1b15e134107b88557c55167040c6b3,+5511900556590,Mobile
4e22af73a91ab5ed077a5f8033ec0f5f,+5511977989051,Mobile
3c34090736785a45dd8cbf536ad289c4,+5541925078016,Mobile
d55417a83a73d1702b43988e63f0731a,+5511913802092,Mobile
7b436cdf595907b9b0b142e8177c0072,+5511912106909,Mobile
1a2aee05f48e80d4107ff223a9e4657a,+5511914005181,Mobile
34f0b37e89f9ef4768bdd233630f9b62,+5511915905751,Mobile
7da3054afe371affc14d26cc2cc04358,+5511989612367,Mobile
cdbeeb59bf23bb27eba2b6a8dd4b9e09,+5531913338606,Mobile
f51f170e51593c5e550ef7ae616f1517,+5571923063953,Mobile
abbc371b080d0e55bc3f40c244b1172e,+5531924222398,Mobile
ebf40c0db4fe06ddd15a7a44238c986e,+5521937037081,Mobile
e8b52a437e134cf2dcb5dbb93b29d0d5,+5521944080158,Mobile
9c7601f15a64084e0e54df80e188eaad,+5511953428200,Mobile
15721972ad68d86dbceffb155220c7ad,+5511999421097,Mobile
196276c2651ca4783688aa741b72d540,+5531983202918,Mobile
3030f6c7798037acd63d5d7e359b3f0b,+5541934441290,Mobile
3574bc798156f406b12f377bf3fdd381,+5531966037265,Mobile
760caff27799b863021f2591c828dad7,+5551997033547,Mobile
68238c59076a730633bd2e71a08bdf95,+5511981928412,Mobile
483ccebb9c42ae89d35740fadc153835,+5511993412020,Mobile
d7683e45563133abe09d19dcb663200d,+5511916180146,Mobile
273fff5a1d5e0ffc35f76b3fe3fb2516,+5511991808218,Mobile
30cdd9eea2b6192b8fa65c9ff5e59acc,+5521946879907,Mobile
297fab71cc5569457eceb1d47ef3f497,+5531916330830,Mobile
587b326ba3bf8aa4d3e50fb1f38ea79f,+5511913439958,Mobile
c1c7632732a487b1221e7bfb627c575f,+5521954015281,Mobile
28345e4479fbaa6c278e0f64546ebf96,+5551979396019,Mobile
