customer_id,address_type,street,city,state,pincode,is_default
5c2991dbd08bbf3cf410713c4de5a0b5,Shipping,"Synthetic Street 5C2991, Suite 318",Rio De Janeiro,RJ,22750-000,1
b6e99561fe6f34a55b0b7da92f8ed775,Shipping,"Synthetic Street B6E995, Suite 462",Guarulhos,SP,07124-000,1
7f3a72e8f988c6e735ba118d54f47458,Shipping,"Synthetic Street 7F3A72, Suite 368",Sao Paulo,SP,05416-000,1
3e6fd6b2f0d499456a6a6820a40f2d79,Shipping,"Synthetic Street 3E6FD6, Suite 875",Pacaja,PA,68485-000,1
e607ede0e63436308660236f5a52da5e,Shipping,"Synthetic Street E607ED, Suite 348",Florianopolis,SC,88034-000,1
a96d5cfa0d3181817e2b946f921ea021,Shipping,"Synthetic Street A96D5C, Suite 628",Aparecida De Goiania,GO,74914-000,1
482441ea6a06b1f72fe9784756c0ea75,Shipping,"Synthetic Street 482441, Suite 181",Sao Paulo,SP,05713-000,1
4390ddbb6276a66ff1736a6710205dca,Shipping,"Synthetic Street 4390DD, Suite 911",Curitiba,PR,82820-000,1
a5844ba4bfc8d0cc61d13027c7e63bcc,Shipping,"Synthetic Street A5844B, Suite 173",Sao Paulo,SP,08225-000,1
5f102dd37243f152aec3607970aad100,Shipping,"Synthetic Street 5F102D, Suite 927",Santo Andre,SP,09121-000,1
9c0096673baf55453a50073f12d1a37f,Shipping,"Synthetic Street 9C0096, Suite 742",Goiania,GO,74310-000,1
2e6a42a9b5cbb0da62988694f18ee295,Shipping,"Synthetic Street 2E6A42, Suite 984",Sao Paulo,SP,04571-000,1
4d221875624017bc47b4d1ce7314a5b7,Shipping,"Synthetic Street 4D2218, Suite 770",Cachoeiro De Itapemirim,ES,29311-000,1
a8654e2af5da6bb72f52c22b164855e1,Shipping,"Synthetic Street A8654E, Suite 872",Sao Paulo,SP,05528-000,1
424aca6872c5bab80780a8dec03b7516,Shipping,"Synthetic Street 424ACA, Suite 278",Sao Jose Dos Campos,SP,12235-000,1
bf4862777db128507e9efcc789215e9b,Shipping,"Synthetic Street BF4862, Suite 765",Sao Roque,SP,18130-000,1
e9dd12dca17352644a959d9dea133935,Shipping,"Synthetic Street E9DD12, Suite 458",Camacari,BA,42800-000,1
e079b18794454de9d2be5c12b4392294,Shipping,"Synthetic Street E079B1, Suite 955",Resende,RJ,27525-000,1
ef07ba9aa5226f77264ffa5762b2280b,Shipping,"Synthetic Street EF07BA, Suite 256",Curitiba,PR,81750-000,1
85d234692f7bee8d6fea586e237334b6,Shipping,"Synthetic Street 85D234, Suite 401",Sumare,SP,13175-000,1
fe3634ccefbcdb0537b45fd589e32e8e,Shipping,"Synthetic Street FE3634, Suite 397",Guarulhos,SP,07170-000,1
40febde16f4718a5def537786473b0be,Shipping,"Synthetic Street 40FEBD, Suite 847",Novo Hamburgo,RS,93415-000,1
07d190f123147d9e89d4b922543d7948,Shipping,"Synthetic Street 07D190, Suite 278",Sao Luis,MA,65075-000,1
dd992305cba295d997f263dbdf4e8c2e,Shipping,"Synthetic Street DD9923, Suite 806",Sao Jose,SC,88104-000,1
86085586aaa8c5f47ed0b400da64c59d,Shipping,"Synthetic Street 860855, Suite 840",Guarulhos,SP,07176-000,1
5ad58a4e6a1a656b6bed070cadbaa003,Shipping,"Synthetic Street 5AD58A, Suite 872",Santa Barbara,MG,35960-000,1
c9158d089637ab443c78984d20da7fc0,Shipping,"Synthetic Street C9158D, Suite 253",Sao Paulo,SP,05727-000,1
66cc90195ca44cc7ac6a1cd0e1e1e7b2,Shipping,"Synthetic Street 66CC90, Suite 628",Guarulhos,SP,07053-000,1
91ec50a00ae74d0a229d2efdf4344e1e,Shipping,"Synthetic Street 91EC50, Suite 881",Ribeirao Preto,SP,14026-000,1
d251c190ca75786e9ab937982d60d1d4,Shipping,"Synthetic Street D251C1, Suite 259",Belo Horizonte,MG,30320-000,1
233896de79986082f1f479f1f85281cb,Shipping,"Synthetic Street 233896, Suite 947",Ituiutaba,MG,38300-000,1
a8ae36a2bb6c2bbc3b5d62ede131c9ef,Shipping,"Synthetic Street A8AE36, Suite 653",Taquarituba,SP,18740-000,1
8d46223c91cbeb93e0930ca8bd8ffca2,Shipping,"Synthetic Street 8D4622, Suite 177",Sao Jose Dos Pinhais,PR,83085-000,1
e021e698833bdeb89dfef3acb2e91f37,Shipping,"Synthetic Street E021E6, Suite 773",Jaragua Do Sul,SC,89254-000,1
27cf4b153010911a0957150255a6c6db,Shipping,"Synthetic Street 27CF4B, Suite 456",Sao Paulo,SP,05351-000,1
7ce5b57a120a2da6a804afa58ffcbfb5,Shipping,"Synthetic Street 7CE5B5, Suite 555",Montes Claros,MG,39406-000,1
d33eeadf54cb883e79be640f38c32cdc,Shipping,"Synthetic Street D33EEA, Suite 518",Barrinha,SP,14860-000,1
3da7750bf3c1dbd724624a60a9f5942b,Shipping,"Synthetic Street 3DA775, Suite 311",Rio De Janeiro,RJ,21310-000,1
d85547cd859833520b311b4458a14c1c,Shipping,"Synthetic Street D85547, Suite 918",Parati,RJ,23970-000,1
3af0b2f7654f613ff1527b997a2ac57e,Shipping,"Synthetic Street 3AF0B2, Suite 233",Dourados,MS,79804-000,1
3d49f4455a3947c8dd7e972b3ad8cb76,Shipping,"Synthetic Street 3D49F4, Suite 168",Sao Paulo,SP,05017-000,1
b03e9d9818ee170e9d6b983803c7d406,Shipping,"Synthetic Street B03E9D, Suite 601",Trindade,GO,75388-000,1
a302a693d5722d95984e6472150b9391,Shipping,"Synthetic Street A302A6, Suite 986",Cascavel,PR,85808-000,1
c80da60feddb7cf8325bd104032e314a,Shipping,"Synthetic Street C80DA6, Suite 148",Fortaleza,CE,60140-000,1
a2b8841410cf77619574d311cd06fd5e,Shipping,"Synthetic Street A2B884, Suite 593",Brasilia,DF,72270-000,1
7677c213007e9a6ec9267ea50b5ce5bc,Shipping,"Synthetic Street 7677C2, Suite 867",Sao Paulo,SP,02075-000,1
0c17f9ac28cbd7323f0f4043e9db5907,Shipping,"Synthetic Street 0C17F9, Suite 407",Pelotas,RS,96015-000,1
332cf4e83e16004ba7dca932ce82475b,Shipping,"Synthetic Street 332CF4, Suite 145",Porto Alegre,RS,90010-000,1
0d516ca029d6a28d5cfddd80b27a26dc,Shipping,"Synthetic Street 0D516C, Suite 296",Rio De Janeiro,RJ,22440-000,1
b3548d0cec408ae13d143bb4eeebaa6c,Shipping,"Synthetic Street B3548D, Suite 116",Salto,SP,13323-000,1
c3293e875ffb1116018edf76d24e52a2,Shipping,"Synthetic Street C3293E, Suite 304",Belo Horizonte,MG,30190-000,1
d89e05e2d23c3d8247aeecd07758004b,Shipping,"Synthetic Street D89E05, Suite 247",Jundiai,SP,13212-000,1
dad5018ffc0de85eb72f72575b552784,Shipping,"Synthetic Street DAD501, Suite 974",Cachoeiro De Itapemirim,ES,29307-000,1
95700615deef776ed32faa08f0be634e,Shipping,"Synthetic Street 957006, Suite 389",Cacapava,SP,12280-000,1
b157c176c3fe04914fde33f2dc8b878a,Shipping,"Synthetic Street B157C1, Suite 752",Fortaleza,CE,60336-000,1
d4397835ae287e492b186d497099439a,Shipping,"Synthetic Street D43978, Suite 628",Sao Vicente,SP,11310-000,1
76b029c87118a29f2e3de420f5ec2fa2,Shipping,"Synthetic Street 76B029, Suite 677",Uberlandia,MG,38408-000,1
7eaa86786b5955ab188db287f4726d79,Shipping,"Synthetic Street 7EAA86, Suite 139",Botelhos,MG,37720-000,1
b436a108536c1dabbc1d3e808d782df9,Shipping,"Synthetic Street B436A1, Suite 716",Sao Goncalo,RJ,24431-000,1
cd076285a12f40041b32f5ad8c98699f,Shipping,"Synthetic Street CD0762, Suite 170",Sao Paulo,SP,05890-000,1
cf6d4152d758efc43910e0141ae5b912,Shipping,"Synthetic Street CF6D41, Suite 635",Sao Paulo,SP,03733-000,1
468d559ef2dcd2bea6d8db78959fb90f,Shipping,"Synthetic Street 468D55, Suite 472",Araucaria,PR,83709-000,1
7556f182460418cf30957e6ce377c674,Shipping,"Synthetic Street 7556F1, Suite 586",Sao Vicente,SP,11347-000,1
e5dbefdfdf3eff75c8e6cd655f128279,Shipping,"Synthetic Street E5DBEF, Suite 585",Nova Iguacu,RJ,26272-000,1
67d21c8bea9d6017d1b124d3879dd815,Shipping,"Synthetic Street 67D21C, Suite 295",Sao Paulo,SP,05415-000,1
fd2d5fdb84e65fa6b54b98b0e2df5645,Shipping,"Synthetic Street FD2D5F, Suite 222",Areia Branca,RN,59655-000,1
d491a65a6ef3c04e145d37395996bad7,Shipping,"Synthetic Street D491A6, Suite 694",Sao Paulo,SP,04548-000,1
6edd17d0a29e2d4057e694afee5eaa3b,Shipping,"Synthetic Street 6EDD17, Suite 385",Campos Dos Goytacazes,RJ,28010-000,1
bf6e263ffc1f89999827615522b0aa45,Shipping,"Synthetic Street BF6E26, Suite 387",Sao Carlos,SP,13573-000,1
6d3f61e35d0422fd8cae65b1798784be,Shipping,"Synthetic Street 6D3F61, Suite 379",Sao Paulo,SP,02175-000,1
a9a77b4e25980b7ca58cb71f878abb27,Shipping,"Synthetic Street A9A77B, Suite 401",Itajuba,MG,37500-000,1
eca666aec08df69fe31aa9a11d4a3302,Shipping,"Synthetic Street ECA666, Suite 221",Porto Alegre,RS,90670-000,1
7a380cb5434e6b6b5b37d45bb99dbe8a,Shipping,"Synthetic Street 7A380C, Suite 402",Sao Bernardo Do Campo,SP,09890-000,1
463093247faa080167d77f2e6d1b297d,Shipping,"Synthetic Street 463093, Suite 225",Salto,SP,13321-000,1
914b142462685e3161cf3a9f4152a028,Shipping,"Synthetic Street 914B14, Suite 253",Cruz Das Almas,BA,44380-000,1
e235442a956c524e6c141141171f5801,Shipping,"Synthetic Street E23544, Suite 189",Vassouras,RJ,27700-000,1
4a4de987b37555970ffcc9608d858a72,Shipping,"Synthetic Street 4A4DE9, Suite 529",Feira De Santana,BA,44033-000,1
44e9a1246448bd68a2e3bf0f1966c57a,Shipping,"Synthetic Street 44E9A1, Suite 283",Sao Paulo,SP,04537-000,1
b4d6e1b900d99b52e901860bc1f44e35,Shipping,"Synthetic Street B4D6E1, Suite 361",Brasilia,DF,71540-000,1
809353196a0456095716566dd226bb48,Shipping,"Synthetic Street 809353, Suite 704",Sao Carlos,SP,13569-000,1
9e1f719fe5b17b9c51905fee6d6385c1,Shipping,"Synthetic Street 9E1F71, Suite 512",Sao Paulo,SP,05565-000,1
94b731a41867b47c3856e324840c4c99,Shipping,"Synthetic Street 94B731, Suite 275",Sao Paulo,SP,03636-000,1
694cb45ff29b603ac2acd51016770097,Shipping,"Synthetic Street 694CB4, Suite 351",Niteroi,RJ,24120-000,1
9dbb05f5577e862337b93feb8f358839,Shipping,"Synthetic Street 9DBB05, Suite 769",Sao Luis,MA,65058-000,1
2b6082a140c439e2df870c85b0aa5e88,Shipping,"Synthetic Street 2B6082, Suite 952",Sao Paulo,SP,02983-000,1
eab761ccdba80c5b9a7f01b16543da0f,Shipping,"Synthetic Street EAB761, Suite 998",Sao Paulo,SP,04105-000,1
4071d48a2d0d0bf179c06fc42b962e1f,Shipping,"Synthetic Street 4071D4, Suite 363",Jaragua Do Sul,SC,89260-000,1
90d479448b39ad9586d05da64cfb695b,Shipping,"Synthetic Street 90D479, Suite 702",Sobral,CE,62016-000,1
7b24d0e6584ac5a21ec1256d96965500,Shipping,"Synthetic Street 7B24D0, Suite 100",Divinopolis,MG,35500-000,1
7981196c7252350915beb9a7367d40b2,Shipping,"Synthetic Street 798119, Suite 515",Mogi Das Cruzes,SP,08743-000,1
9d0ac1cdbfc919d676e2c2377abb32c1,Shipping,"Synthetic Street 9D0AC1, Suite 234",Brasilia,DF,71928-000,1
b1a049b952fdc19b69b2865c29986b9c,Shipping,"Synthetic Street B1A049, Suite 141",Sao Paulo,SP,04938-000,1
1f6d48610f32c723924f9af3e88f1c64,Shipping,"Synthetic Street 1F6D48, Suite 903",Sao Paulo,SP,02209-000,1
fa7e6f153b7724fda5c1d7cc7b9ae4ec,Shipping,"Synthetic Street FA7E6F, Suite 557",Paraiba Do Sul,RJ,25850-000,1
8728c766c84eeda24b3e54fe6e632051,Shipping,"Synthetic Street 8728C7, Suite 479",Paulista,PE,53437-000,1
4bc7250d4b42b3374eb6f41b12429592,Shipping,"Synthetic Street 4BC725, Suite 916",Sao Paulo,SP,04710-000,1
29f61e71b90b55a988f45a66bb91bfb7,Shipping,"Synthetic Street 29F61E, Suite 885",Carapicuiba,SP,06382-000,1
13ac6da47fef1b17b16f511e03b57918,Shipping,"Synthetic Street 13AC6D, Suite 246",Sao Paulo,SP,02632-000,1
9553802042571deac62d5789ed18a241,Shipping,"Synthetic Street 955380, Suite 314",Bom Principio,RS,95765-000,1
37e1a83b513512531032b4a9c43bab5d,Shipping,"Synthetic Street 37E1A8, Suite 302",Sao Paulo,SP,02631-000,1
60f874c577dc096ecd52bd0bf6bd5942,Shipping,"Synthetic Street 60F874, Suite 926",Astolfo Dutra,MG,36780-000,1
eabd76f3506262b0db0dda1d48394a9b,Shipping,"Synthetic Street EABD76, Suite 585",Curitiba,PR,80050-000,1
93bf5d4e752358fa9ea738ebf793cb79,Shipping,"Synthetic Street 93BF5D, Suite 763",Belo Horizonte,MG,30664-000,1
24a5c2b24a4467c37e2f54c1b311de93,Shipping,"Synthetic Street 24A5C2, Suite 741",Marialva,PR,86990-000,1
54fccbde5e005f2dbc6ad8d5473c9ac7,Shipping,"Synthetic Street 54FCCB, Suite 449",Sao Paulo,SP,08490-000,1
1bdff446efb5846d0969eaf8978d4342,Shipping,"Synthetic Street 1BDFF4, Suite 766",Sao Jose Do Rio Preto,SP,15015-000,1
52e57dd9218d99ea21b26f00c9151761,Shipping,"Synthetic Street 52E57D, Suite 643",Cabo Frio,RJ,28909-000,1
d04c37e1699d05ba4f5fe7cf2bffc97a,Shipping,"Synthetic Street D04C37, Suite 163",Contagem,MG,32140-000,1
82e96a74eeb99b61395a1403630fe437,Shipping,"Synthetic Street 82E96A, Suite 452",Uberlandia,MG,38410-000,1
7b3b8cf6cef1b5fb3f47348a33cd6d42,Shipping,"Synthetic Street 7B3B8C, Suite 796",Cafeara,PR,86640-000,1
f32cdbbeca0aba5358bddc018dd12b09,Shipping,"Synthetic Street F32CDB, Suite 830",Porto Alegre,RS,91340-000,1
2e61eefc516ee26837d29fd3d76530fa,Shipping,"Synthetic Street 2E61EE, Suite 747",Sao Joaquim Da Barra,SP,14600-000,1
ca19a17e381182923b66007a351574b7,Shipping,"Synthetic Street CA19A1, Suite 197",Foz Do Iguacu,PR,85854-000,1
96b1c916f245f2462efcde3fce04bc3e,Shipping,"Synthetic Street 96B1C9, Suite 642",Belo Horizonte,MG,30421-000,1
5ece49e012285b9003d084a4ea8a9c94,Shipping,"Synthetic Street 5ECE49, Suite 942",Sao Bernardo Do Campo,SP,09862-000,1
5d348bbc0f1a5cc45c3e4b93b8c9f802,Shipping,"Synthetic Street 5D348B, Suite 629",Sao Goncalo,RJ,24431-000,1
b6c083700ca8c135ba9f0f132930d4e8,Shipping,"Synthetic Street B6C083, Suite 275",Suzano,SP,08686-000,1
1a7a10e9273fca58179bdd0d40843b0c,Shipping,"Synthetic Street 1A7A10, Suite 519",Guarulhos,SP,07243-000,1
f34cd7fd85a1f8baff886edf09567be3,Shipping,"Synthetic Street F34CD7, Suite 826",Pomerode,SC,89107-000,1
67626c49069bdf05ff127d59a6649948,Shipping,"Synthetic Street 67626C, Suite 894",Camboriu,SC,88348-000,1
56636fd22de1a315b8a50d45cf94d859,Shipping,"Synthetic Street 56636F, Suite 229",Nova Bassano,RS,95340-000,1
34c6f984b590bbfe3d4d6c76007c0b1c,Shipping,"Synthetic Street 34C6F9, Suite 994",Rio Grande,RS,96215-000,1
9bbfdf9f7f65b58481e1ed110a2eed46,Shipping,"Synthetic Street 9BBFDF, Suite 507",Brasilia,DF,71665-000,1
0567f279c243671842613f581ed3462c,Shipping,"Synthetic Street 0567F2, Suite 867",Braganca Paulista,SP,12929-000,1
30a7c7292c38ac22477fcb75306ac4ef,Shipping,"Synthetic Street 30A7C7, Suite 533",Barra Do Garcas,MT,78600-000,1
ba66b6edd0756a62cb11be4d4655ed32,Shipping,"Synthetic Street BA66B6, Suite 214",Sao Paulo,SP,04960-000,1
91e6fd64694fa9a828270d442ba88e03,Shipping,"Synthetic Street 91E6FD, Suite 207",Embu,SP,06835-000,1
87edab6661956d4d2f05e205251cf1a4,Shipping,"Synthetic Street 87EDAB, Suite 152",Sao Bernardo Do Campo,SP,09784-000,1
1d4626b197f66aa6129c135ab09f1a7b,Shipping,"Synthetic Street 1D4626, Suite 902",Brasilia,DF,73020-000,1
bb50112c998293f45f49f49704165768,Shipping,"Synthetic Street BB5011, Suite 330",Urussanga,SC,88840-000,1
113bdaf5255ce5a458057ebf9975befb,Shipping,"Synthetic Street 113BDA, Suite 687",Silvianopolis,MG,37589-000,1
7aeb8dc11cd50c32f37fea0435c4e9b1,Shipping,"Synthetic Street 7AEB8D, Suite 458",Sao Paulo,SP,05874-000,1
b778de6d690edae39654f4444e081771,Shipping,"Synthetic Street B778DE, Suite 430",Gameleiras,MG,39505-000,1
ef6b4c0581dbf34e6eb5e33e0094c445,Shipping,"Synthetic Street EF6B4C, Suite 856",Belem,PA,66050-000,1
8dfb24fac32ec7170821d2be63fa9c1c,Shipping,"Synthetic Street 8DFB24, Suite 444",Pocos De Caldas,MG,37701-000,1
be1e99a0c57d7c3c699cfc4db26c8edf,Shipping,"Synthetic Street BE1E99, Suite 749",Contagem,MG,32070-000,1
337691bc9242e1d53d521ed78a12ab8d,Shipping,"Synthetic Street 337691, Suite 625",Santos,SP,11065-000,1
05aa2ef3623cdba9ca3e83b91f1eee5c,Shipping,"Synthetic Street 05AA2E, Suite 225",Piracaia,SP,12970-000,1
466c3a741a952640c1984a48ebbffbf9,Shipping,"Synthetic Street 466C3A, Suite 255",Rio De Janeiro,RJ,22251-000,1
09f54e88196d12eba479017f13f0e237,Shipping,"Synthetic Street 09F54E, Suite 600",Santos,SP,11035-000,1
b49d79cdef655bb4cdf8223390c20524,Shipping,"Synthetic Street B49D79, Suite 919",Sinop,MT,78557-000,1
ad28944afc91824e30366a595654aaa4,Shipping,"Synthetic Street AD2894, Suite 331",Guaruja,SP,11440-000,1
0b48151c4ac827afeee06ce2d77cc343,Shipping,"Synthetic Street 0B4815, Suite 457",Barueri,SP,06401-000,1
755bdc2822a8f01cfcec19ae4dcaae66,Shipping,"Synthetic Street 755BDC, Suite 991",Sao Paulo,SP,05590-000,1
a4813c3f53f0652da225d8410cc615a0,Shipping,"Synthetic Street A4813C, Suite 670",Feliz,RS,95770-000,1
2eac18b475d7d985f0ab52b9c010f59f,Shipping,"Synthetic Street 2EAC18, Suite 382",Sao Paulo,SP,04679-000,1
de53649541ad2006de823720ad65ca77,Shipping,"Synthetic Street DE5364, Suite 164",Belo Horizonte,MG,30330-000,1
610d3e47ad4921adc40aa9fd6bbeeaa5,Shipping,"Synthetic Street 610D3E, Suite 485",Jambeiro,SP,12270-000,1
1da2a3343d3e10a969375849ac5b7f1f,Shipping,"Synthetic Street 1DA2A3, Suite 934",Sao Jose Do Rio Preto,SP,15050-000,1
3321a75303831a580b0973bbf54900da,Shipping,"Synthetic Street 3321A7, Suite 458",Ipatinga,MG,35160-000,1
7a78c6e53163e36c68d2f22f5909b0eb,Shipping,"Synthetic Street 7A78C6, Suite 272",Tupa,SP,17602-000,1
629fb99609e4613c746af4eaa455c91a,Shipping,"Synthetic Street 629FB9, Suite 342",Sao Paulo,SP,04427-000,1
a296df1cf7557b871094bda3d269972e,Shipping,"Synthetic Street A296DF, Suite 661",Brasilia,DF,70750-000,1
237c219a24b6a3183a216a5ca00f6edf,Shipping,"Synthetic Street 237C21, Suite 305",Blumenau,SC,89031-000,1
49d79c76cf12065b7a08103cdba3e1b8,Shipping,"Synthetic Street 49D79C, Suite 319",Moncoes,SP,15275-000,1
59150cde6405fb8f31f6dd1882d15754,Shipping,"Synthetic Street 59150C, Suite 273",Rio De Janeiro,RJ,22290-000,1
a05262e3e3de722e0a42cfa3b48e622c,Shipping,"Synthetic Street A05262, Suite 700",Sao Paulo,SP,03563-000,1
f62f269f9ce7c41d20a90f70df873f42,Shipping,"Synthetic Street F62F26, Suite 298",Balneario Camboriu,SC,88330-000,1
6e4188c01246d30b20d17a1ed42094fe,Shipping,"Synthetic Street 6E4188, Suite 234",Rio De Janeiro,RJ,20030-000,1
8377420a8b3549f6f40dca93815ee602,Shipping,"Synthetic Street 837742, Suite 906",Sao Paulo,SP,04723-000,1
43676e9993577d1991036ea6720213de,Shipping,"Synthetic Street 43676E, Suite 685",Vargem Grande,MA,65430-000,1
8dc17b53543ee0ff19970896cfc6c750,Shipping,"Synthetic Street 8DC17B, Suite 968",Rio Brilhante,MS,79130-000,1
dc643b60537f44f35b2f91610ea64153,Shipping,"Synthetic Street DC643B, Suite 189",Eugenopolis,MG,36855-000,1
f1a7919983d547880b4111fd4f77c74d,Shipping,"Synthetic Street F1A791, Suite 198",Belem,PA,66055-000,1
fd3c867c2bcd048675609cf2b0f1aedb,Shipping,"Synthetic Street FD3C86, Suite 770",Sao Jose Do Rio Preto,SP,15054-000,1
05292bc3f6db7fd79133285a32a82d53,Shipping,"Synthetic Street 05292B, Suite 624",Paulinia,SP,13142-000,1
7530369a1ddf13882910895b0559423d,Shipping,"Synthetic Street 753036, Suite 952",Sao Paulo,SP,03951-000,1
a43149b43ab4253753f89fb6909d1371,Shipping,"Synthetic Street A43149, Suite 325",Jundiai,SP,13214-000,1
c230d0a507ccf302b339305e2acf3376,Shipping,"Synthetic Street C230D0, Suite 421",Sao Paulo,SP,03127-000,1
58e1140fb8f15f1a010d01a34bfbf77d,Shipping,"Synthetic Street 58E114, Suite 264",Santo Andre,SP,09030-000,1
9316f45a5da8403a5938bd6069b1a4a7,Shipping,"Synthetic Street 9316F4, Suite 231",Sao Jose Dos Campos,SP,12240-000,1
1605a6c5d93d3488fb621c5323930795,Shipping,"Synthetic Street 1605A6, Suite 196",Rio De Janeiro,RJ,22251-000,1
25775ec7ac8aff278f093e8614bb3331,Shipping,"Synthetic Street 25775E, Suite 305",Campinas,SP,13045-000,1
317a5bc8cf58c4401e221c74d7a51982,Shipping,"Synthetic Street 317A5B, Suite 719",Belo Horizonte,MG,30830-000,1
95363f351776a3f8a43145c79a046053,Shipping,"Synthetic Street 95363F, Suite 751",Apucarana,PR,86806-000,1
ed62ab8aab76f4d4efc4344ba5ef3a6d,Shipping,"Synthetic Street ED62AB, Suite 681",Recife,PE,52070-000,1
f8f338d24407d8c6da17ada8bf6eb613,Shipping,"Synthetic Street F8F338, Suite 800",Osasco,SP,06290-000,1
ce900bc17b3e45ec05956db418d86207,Shipping,"Synthetic Street CE900B, Suite 466",Valinhos,SP,13270-000,1
a5c133a6a95d06f06939fd961fb8a0c3,Shipping,"Synthetic Street A5C133, Suite 999",Santo Andre,SP,09040-000,1
7cc3f51930537216ff70ecdc8f506a37,Shipping,"Synthetic Street 7CC3F5, Suite 808",Manaus,AM,69049-000,1
0d77d20b2c7c92602b0c4ec4fe5997af,Shipping,"Synthetic Street 0D77D2, Suite 922",Cidreira,RS,95595-000,1
a40096fc0a3862e9e12bc55b5f8e6ab2,Shipping,"Synthetic Street A40096, Suite 549",Rio De Janeiro,RJ,20561-000,1
c68949b701afe5343ce845dd492772e8,Shipping,"Synthetic Street C68949, Suite 403",Santiago,RS,97700-000,1
4f6d635ff2fd4e30ff5369a7b943eb22,Shipping,"Synthetic Street 4F6D63, Suite 997",Sao Paulo,SP,08340-000,1
226c621e6babfecac4e9e776382c77aa,Shipping,"Synthetic Street 226C62, Suite 686",Sao Sepe,RS,97340-000,1
ca87392503c5a503ff16afc9344ebbe0,Shipping,"Synthetic Street CA8739, Suite 348",Alta Floresta,MT,78580-000,1
e9adf7ea1e1dbb166b5024015154104b,Shipping,"Synthetic Street E9ADF7, Suite 910",Guarulhos,SP,07191-000,1
691d75928efd2c5dd34b678f19783c28,Shipping,"Synthetic Street 691D75, Suite 201",Jaboatao Dos Guararapes,PE,54430-000,1
6ad430c5fac5e72b42f74af4ad7e98f3,Shipping,"Synthetic Street 6AD430, Suite 188",Sao Paulo,SP,05451-000,1
28da048f094c0c9cbbc5412bcf41b6b0,Shipping,"Synthetic Street 28DA04, Suite 800",Ibatiba,ES,29395-000,1
2c4f12ef543ba44eead3e3a43c229c11,Shipping,"Synthetic Street 2C4F12, Suite 635",Hortolandia,SP,13188-000,1
3e8f3e58aafa9bb38d7b2ace611ff6af,Shipping,"Synthetic Street 3E8F3E, Suite 903",Sao Paulo,SP,02376-000,1
b73b575cfe44692948a64dbdd55703f2,Shipping,"Synthetic Street B73B57, Suite 502",Cotia,SP,06719-000,1
dc77e5e1396c807043f506f794d8fd1e,Shipping,"Synthetic Street DC77E5, Suite 697",Macae,RJ,27915-000,1
ec6a3d80eab7e27f7ee8efeb6839eee9,Shipping,"Synthetic Street EC6A3D, Suite 778",Saudades,SC,89868-000,1
bbbea7f167264b7236e4459dcb0a8838,Shipping,"Synthetic Street BBBEA7, Suite 537",Rio De Janeiro,RJ,22220-000,1
c555d42202667b1e09e50e7667b6a663,Shipping,"Synthetic Street C555D4, Suite 702",Macapa,AP,68908-000,1
000ec5bff359e1c0ad76a81a45cb598f,Shipping,"Synthetic Street 000EC5, Suite 209",Salto De Pirapora,SP,18160-000,1
4df9aee56fa602c72756abb22ee60b17,Shipping,"Synthetic Street 4DF9AE, Suite 531",Taboao Da Serra,SP,06764-000,1
